age,workclass,educational-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital_diff
68,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,1,0
22,Private,10,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,0,0
56,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0
37,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
52,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0,0
26,Private,9,Separated,Handlers-cleaners,Own-child,White,Male,40,Other,0,0
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,0
45,Local-gov,14,Divorced,Prof-specialty,Unmarried,White,Female,42,United-States,0,0
18,Private,7,Never-married,Other-service,Own-child,White,Male,15,United-States,0,0
43,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,1,0
64,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,unknown,1,15024
18,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States,0,0
20,unknown,10,Never-married,unknown,Own-child,White,Male,45,United-States,0,0
57,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0
41,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,42,United-States,0,3674
34,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,-1887
19,Private,9,Never-married,Sales,Unmarried,White,Female,40,United-States,0,0
44,Private,5,Divorced,Other-service,Unmarried,White,Female,55,Other,0,0
56,Private,6,Widowed,Other-service,Unmarried,White,Female,40,United-States,0,0
36,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,80,United-States,0,0
48,Private,13,Divorced,Exec-managerial,Unmarried,White,Female,48,United-States,0,0
29,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1,0
33,Private,13,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,2174
31,Private,3,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,0,0
39,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1,0
66,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,10605
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,1,0
39,Private,9,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,1,99999
59,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1,5178
26,Private,9,Never-married,Other-service,Own-child,White,Female,40,United-States,0,0
31,Private,11,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0,0
45,unknown,9,Widowed,unknown,Unmarried,White,Female,40,Mexico,0,0
23,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,0,0
36,Local-gov,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0
34,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,12,United-States,1,0
32,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,1,0
37,Private,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,United-States,1,0
33,Private,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,0,0
50,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,80,United-States,1,99999
32,Federal-gov,12,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States,0,0
35,Private,13,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,0,0
37,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
44,Private,10,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,0,0
57,Private,10,Divorced,Handlers-cleaners,Other-relative,White,Male,25,United-States,0,0
29,Local-gov,10,Married-civ-spouse,Exec-managerial,Own-child,White,Female,40,United-States,0,0
55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1,0
43,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,1,0
43,Private,10,Married-civ-spouse,Sales,Husband,White,Male,70,United-States,0,0
45,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1,0
33,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,8,United-States,0,0
26,Private,6,Divorced,Other-service,Unmarried,White,Female,40,Other,0,0
23,Private,10,Married-civ-spouse,Sales,Husband,White,Male,68,United-States,0,0
41,Private,4,Separated,Craft-repair,Not-in-family,White,Male,40,Mexico,0,0
24,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
47,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,0,0
34,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,45,United-States,0,0
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
28,Private,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,40,United-States,0,-1485
24,Private,9,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,40,Other,0,0
70,unknown,10,Married-civ-spouse,unknown,Husband,White,Male,10,United-States,0,0
23,Private,9,Never-married,Craft-repair,Other-relative,White,Male,15,United-States,0,0
43,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,1,0
26,Private,13,Divorced,Tech-support,Not-in-family,White,Female,40,United-States,0,0
58,Self-emp-not-inc,16,Married-AF-spouse,Exec-managerial,Wife,White,Female,35,United-States,1,-1485
52,Private,9,Widowed,Adm-clerical,Unmarried,Black,Female,35,United-States,0,0
29,Private,7,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,1,0
47,Private,7,Married-civ-spouse,Other-service,Husband,White,Male,35,Other,0,0
49,Private,9,Divorced,Adm-clerical,Unmarried,Black,Female,37,United-States,0,0
40,Private,7,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,0,0
62,Self-emp-not-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0,0
49,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,-1977
50,Private,13,Divorced,Prof-specialty,Other-relative,White,Female,50,United-States,1,0
31,Private,9,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,0,0
48,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0,0
24,Private,9,Never-married,Craft-repair,Unmarried,White,Female,40,United-States,0,0
41,unknown,9,Never-married,unknown,Own-child,White,Female,40,United-States,0,3418
37,Private,9,Separated,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,60,United-States,0,0
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,Other,1,0
63,unknown,9,Married-civ-spouse,unknown,Husband,White,Male,16,United-States,0,0
36,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,45,Other,0,0
45,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0
41,Private,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,0,0
26,Private,12,Never-married,Tech-support,Other-relative,White,Female,20,United-States,0,0
18,Private,7,Never-married,Sales,Own-child,White,Female,25,United-States,0,0
27,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,36,unknown,0,0
43,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,65,United-States,0,0
35,Private,9,Never-married,Transport-moving,Own-child,White,Male,55,United-States,0,0
38,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0,0
26,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0
28,Private,10,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0,0
38,Private,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,24,United-States,1,0
36,Private,7,Divorced,Transport-moving,Unmarried,White,Female,40,United-States,0,0
33,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0
19,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,70,United-States,0,1055
22,unknown,12,Never-married,unknown,Own-child,White,Male,25,United-States,0,0
42,Federal-gov,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Mexico,0,0
50,Private,6,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1,0
30,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,United-States,0,0
37,State-gov,10,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,40,Other,0,0
54,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,99999
52,Self-emp-inc,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0
65,Private,2,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,40,unknown,0,0
33,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,40,United-States,0,0
25,Private,10,Never-married,Tech-support,Other-relative,White,Male,40,United-States,0,0
24,Private,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,0,0
26,Private,11,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,0,114
39,Private,9,Separated,Adm-clerical,Not-in-family,White,Male,40,United-States,1,0
59,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,0,0
29,Private,10,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,0,0
47,Private,7,Never-married,Other-service,Own-child,White,Female,45,United-States,0,0
23,unknown,10,Never-married,unknown,Own-child,White,Female,35,United-States,0,0
64,Self-emp-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,0,0
21,Private,9,Never-married,Other-service,Own-child,Other,Male,20,United-States,0,0
32,Private,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,1,0
26,Private,9,Never-married,Exec-managerial,Not-in-family,Black,Female,37,United-States,0,0
19,unknown,10,Never-married,unknown,Own-child,Black,Female,20,United-States,0,0
62,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,0
32,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,1,0
70,unknown,6,Married-spouse-absent,unknown,Not-in-family,White,Female,5,United-States,0,0
45,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,0
31,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,-1887
32,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,2580
24,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,0
25,Private,13,Never-married,Sales,Own-child,White,Female,40,United-States,0,0
41,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,0,0
18,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States,0,0
44,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,1,0
40,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,0,3411
27,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,0,0
23,Private,13,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,0,0
21,Private,10,Never-married,Adm-clerical,Not-in-family,Other,Male,40,United-States,0,2174
37,State-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0
65,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,0,0
43,Federal-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0
45,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,44,United-States,0,0
24,State-gov,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0
24,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,42,United-States,0,0
19,Local-gov,10,Never-married,Protective-serv,Own-child,White,Male,35,United-States,0,-1721
37,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,1,0
24,Private,9,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,0,0
34,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Other,0,0
50,State-gov,9,Married-civ-spouse,Other-service,Wife,White,Female,39,United-States,0,0
36,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Other,0,0
39,Private,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0,0
44,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,38,United-States,0,0
45,State-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0
32,State-gov,7,Never-married,Protective-serv,Own-child,White,Male,40,United-States,0,0
47,Federal-gov,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,1,0
50,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0
32,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0
19,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0
19,unknown,10,Never-married,unknown,Own-child,White,Female,20,United-States,0,0
28,State-gov,14,Divorced,Prof-specialty,Not-in-family,White,Male,10,unknown,0,0
28,Private,9,Divorced,Sales,Other-relative,White,Male,50,United-States,0,0
39,Federal-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,40,Other,1,0
21,Private,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,2907
70,Self-emp-not-inc,10,Widowed,Farming-fishing,Not-in-family,White,Female,75,United-States,0,0
39,Private,4,Married-civ-spouse,Other-service,Husband,White,Male,40,Mexico,0,4508
25,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,0,0
31,Private,10,Married-AF-spouse,Sales,Wife,White,Female,20,United-States,0,0
51,Private,10,Divorced,Sales,Not-in-family,White,Female,32,United-States,0,0
39,Private,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,28,United-States,0,0
31,Private,13,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,0,0
21,Private,10,Never-married,Sales,Own-child,Black,Male,17,United-States,0,0
46,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,1,27828
70,Private,9,Divorced,Exec-managerial,Not-in-family,White,Female,35,United-States,0,0
41,Private,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,0
20,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0,0
27,Private,12,Never-married,Other-service,Not-in-family,White,Male,30,United-States,0,0
24,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,35,United-States,0,0
20,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
39,Private,11,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,0
27,Private,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,28,United-States,0,0
33,Private,7,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0,0
33,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,40,United-States,0,0
36,State-gov,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,0,0
55,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,36,United-States,0,0
19,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,0
35,Private,9,Never-married,Exec-managerial,Not-in-family,White,Male,60,United-States,0,0
34,Private,3,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Male,40,Other,0,0
62,State-gov,15,Divorced,Prof-specialty,Not-in-family,White,Female,35,United-States,0,0
33,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0
39,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,55,Mexico,0,4386
36,Local-gov,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,0
41,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,33,United-States,0,0
39,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,0,0
38,unknown,9,Married-civ-spouse,unknown,Wife,White,Female,10,United-States,1,-1887
18,Private,9,Never-married,Adm-clerical,Own-child,White,Female,10,United-States,0,0
61,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,15024
20,Federal-gov,11,Never-married,Adm-clerical,Own-child,White,Female,36,United-States,0,0
35,Self-emp-not-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,65,United-States,1,0
27,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,0
66,Private,6,Widowed,Other-service,Unmarried,White,Female,38,United-States,0,0
21,Private,9,Never-married,Transport-moving,Other-relative,Black,Male,40,United-States,0,0
20,Private,10,Never-married,Other-service,Own-child,White,Female,18,United-States,0,0
34,Private,10,Divorced,Adm-clerical,Own-child,White,Male,40,United-States,0,0
63,Private,3,Never-married,Priv-house-serv,Not-in-family,White,Female,50,unknown,0,0
